Standard name,Common name,Type,Lib _1
CR_04940W_A,,ORF|Uncharacterized,6
CR_04950W_A,MED5,ORF|Uncharacterized,20
CR_04960C_A,CRG1,ORF|Verified,9
CR_04970C_A,,ORF|Uncharacterized,7
CR_04980C_A,,ORF|Uncharacterized,8
CR_04990C_A,,ORF|Uncharacterized,0
CR_05000C_A,,ORF|Dubious,13
CR_05010W_A,,ORF|Uncharacterized,14
CR_05020W_A,LYP1,ORF|Uncharacterized,9
CR_05030W_A,,ORF|Uncharacterized,9
CR_05040W_A,,ORF|Dubious,13
CR_05050W_A,GLN1,ORF|Uncharacterized,0
CR_05060W_A,,long_terminal_repeat,1
CR_05070W_A,tH(GUG)1,tRNA|Uncharacterized,2
CR_05080W_A,VMA13,ORF|Uncharacterized,2
CR_05090C_A,HGT9,ORF|Uncharacterized,23
CR_05100W_A,,ORF|Uncharacterized,4
CR_05110C_A,,long_terminal_repeat,5
CR_05120W_A,,ORF|Uncharacterized,11
CR_05130C_A,,ORF|Uncharacterized,5
CR_05140W_A,,ORF|Uncharacterized,1
CR_05150W_A,,ORF|Uncharacterized,1
CR_05160C_A,,ORF|Uncharacterized,21
CR_05170C_A,FDH1,ORF|Uncharacterized,5
CR_05180C_A,SDH2,ORF|Verified,2
CR_05190W_A,,ORF|Uncharacterized,0
CR_05200C_A,,ORF|Uncharacterized,2
CR_05210W_A,,ORF|Uncharacterized,4
CR_05220C_A,GUT1,ORF|Uncharacterized,11
CR_05230C_A,,retrotransposon,44
CR_05240C_A,FGR14,ORF|Verified|transposable element gene,20
CR_05250C_A,FGR13,ORF|Verified|transposable element gene,13
CR_05260C_A,KCS1,ORF|Uncharacterized,11
CR_05270W_A,,ORF|Dubious,11
CR_05280W_A,,ORF|Dubious,6
CR_05290W_A,MNT3,ORF|Verified,5
CR_05300C_A,MNN21,ORF|Verified,11
CR_05310W_A,,ORF|Uncharacterized,2
CR_05320C_A,,ORF|Dubious,4
CR_05330W_A,,ORF|Uncharacterized,0
CR_05340C_A,IFE2,ORF|Uncharacterized,6
CR_05350W_A,,snoRNA|Uncharacterized,2
CR_05360C_A,,ORF|Uncharacterized,8
CR_05370W_A,,ncRNA|Verified,8
CR_05380C_A,YCP4,ORF|Uncharacterized,6
CR_05390W_A,PST3,ORF|Uncharacterized,3
CR_05400C_A,tR(ACG)2,tRNA|Uncharacterized,0
CR_05410C_A,tR(ACG)1,tRNA|Uncharacterized,0
CR_05420W_A,,ORF|Dubious,3
CR_05430W_A,CSP1,ORF|Verified,4
CR_05440W_A,,ORF|Uncharacterized,2
CR_05450C_A,,ORF|Uncharacterized,7
CR_05460W_A,,ORF|Uncharacterized,7
CR_05470C_A,,snoRNA|Uncharacterized,0
CR_05480W_A,,ORF|Uncharacterized,6
CR_05490W_A,SUA72,ORF|Uncharacterized,8
CR_05500C_A,,ORF|Uncharacterized,14
CR_05510W_A,STE13,ORF|Verified,27
CR_05520W_A,NOC2,ORF|Verified,5
CR_05530C_A,CWT1,ORF|Verified,11
CR_05540C_A,,ORF|Uncharacterized,23
CR_05550C_A,,ORF|Uncharacterized,5
CR_05560W_A,,ORF|Uncharacterized,1
CR_05570C_A,RNR3,ORF|Uncharacterized,29
CR_05580C_A,,ORF|Uncharacterized,13
CR_05590C_A,tC(GCA)2,tRNA|Uncharacterized,0
CR_05600C_A,tC(GCA)1,tRNA|Uncharacterized,0
CR_05610C_A,SRR1,ORF|Verified,3
CR_05620C_A,MTG2,ORF|Uncharacterized,1
CR_05630W_A,DBP8,ORF|Uncharacterized,1
CR_05640C_A,,ORF|Uncharacterized,5
CR_05650W_A,BRF1,ORF|Uncharacterized,1
CR_05660W_A,SDA1,ORF|Uncharacterized,3
CR_05670C_A,HMO1,ORF|Verified,10
CR_05680C_A,,ORF|Uncharacterized,11
CR_05690W_A,MCT1,ORF|Uncharacterized,8
CR_05700C_A,,ORF|Uncharacterized,0
CR_05710C_A,,ORF|Uncharacterized,8
CR_05720W_A,TPS1,ORF|Verified,5
CR_05730C_A,,ORF|Uncharacterized,7
CR_05740C_A,PTC4,ORF|Verified,13
CR_05750W_A,,ORF|Uncharacterized,3
CR_05760C_A,,ORF|Uncharacterized,11
CR_05770W_A,,ORF|Uncharacterized,19
CR_05780W_A,VMA2,ORF|Verified,0
CR_05790C_A,ACO2,ORF|Uncharacterized,23
CR_05800C_A,,ORF|Uncharacterized,3
CR_05810C_A,tP(UGG)5,tRNA|Uncharacterized,2
CR_05820C_A,tP(UGG)4,tRNA|Uncharacterized,2
CR_05830C_A,ISC1,ORF|Uncharacterized,8
CR_05840W_A,,ORF|Uncharacterized,0
CR_05850W_A,tV(AAC)4,tRNA|Uncharacterized,3
CR_05860W_A,,ORF|Uncharacterized,9
CR_05870W_A,tS(AGA)3,tRNA|Uncharacterized,0
CR_05880W_A,,ORF|Uncharacterized,8
CR_05890C_A,,ORF|Uncharacterized,5
CR_05900W_A,,ORF|Uncharacterized,25
CR_05910W_A,,ORF|Uncharacterized,5
CR_05920C_A,MHP1,ORF|Verified,24
CR_05930C_A,tS(AGA)1,tRNA|Uncharacterized,1
CR_05940W_A,CEK2,ORF|Verified,15
CR_05950C_A,ADP1,ORF|Uncharacterized,22
CR_05960W_A,,ORF|Uncharacterized,0
CR_05970C_A,,ORF|Uncharacterized,4
CR_05980W_A,,ORF|Uncharacterized,39
CR_05990C_A,SFL1,ORF|Verified,22
CR_06000W_A,SOK1,ORF|Uncharacterized,6
CR_06010W_A,,ORF|Uncharacterized,14
CR_06020W_A,,ORF|Uncharacterized,7
CR_06030C_A,,ORF|Uncharacterized,18
CR_06040W_A,,ORF|Uncharacterized,11
CR_06050W_A,CDC28,ORF|Verified,3
CR_06060W_A,,ORF|Uncharacterized,4
CR_06070W_A,,ORF|Uncharacterized,11
CR_06080W_A,SIS1,ORF|Uncharacterized,9
CR_06090W_A,,ORF|Uncharacterized,0
CR_06100C_A,,ORF|Uncharacterized,17
CR_06110C_A,RFX1,ORF|Uncharacterized,34
CR_06120W_A,RPL7,ORF|Uncharacterized,0
CR_06130C_A,,ORF|Dubious,6
CR_06140W_A,,ORF|Uncharacterized,20
CR_06150C_A,ADE13,ORF|Uncharacterized,1
CR_06160C_A,DAD3,ORF|Uncharacterized,1
CR_06170W_A,,ORF|Uncharacterized,11
CR_06180W_A,ARC40,ORF|Verified,2
CR_06190C_A,,snoRNA|Uncharacterized,0
CR_06200C_A,,snoRNA|Uncharacterized,1
CR_06210C_A,,snoRNA|Uncharacterized,1
CR_06220C_A,,snoRNA|Uncharacterized,4
CR_06230W_A,,ORF|Uncharacterized,28
CR_06240C_A,ZCF19,ORF|Uncharacterized,14
CR_06250W_A,,ORF|Uncharacterized,9
CR_06260W_A,,ORF|Uncharacterized,10
CR_06270W_A,,ORF|Uncharacterized,4
CR_06280W_A,,blocked_reading_frame,7
CR_06290C_A,,ORF|Uncharacterized,11
CR_06300C_A,FGR50,ORF|Verified,8
CR_06310W_A,,ORF|Uncharacterized,14
CR_06320C_A,,ORF|Uncharacterized,6
CR_06330C_A,,ORF|Uncharacterized,16
CR_06340C_A,PGI1,ORF|Uncharacterized,0
CR_06350C_A,,ORF|Dubious,22
CR_06360C_A,,repeat_region,52
CR_06370C_A,,repeat_region,24
CR_06380C_A,,ORF|Uncharacterized,0
CR_06390C_A,,repeat_region,1
CR_06400C_A,,repeat_region,27
CR_06410W_A,,repeat_region,12
CR_06420W_A,PPZ1,ORF|Verified,2
CR_06430W_A,,ORF|Uncharacterized,5
CR_06440C_A,BCR1,ORF|Verified,15
CR_06450W_A,,ORF|Uncharacterized,1
CR_06460W_A,GST3,ORF|Uncharacterized,12
CR_06470W_A,,ORF|Uncharacterized,18
CR_06480C_A,RRN11,ORF|Uncharacterized,6
CR_06490C_A,HSP60,ORF|Verified,0
CR_06500C_A,,ORF|Uncharacterized,1
CR_06510W_A,,ORF|Uncharacterized,3
CR_06520C_A,,ORF|Uncharacterized,9
CR_06530W_A,,ORF|Uncharacterized,15
CR_06540W_A,KIP1,ORF|Verified,6
CR_06550C_A,,ORF|Uncharacterized,2
CR_06560C_A,,ORF|Uncharacterized,5
CR_06570C_A,,ORF|Uncharacterized,15
CR_06580W_A,,ORF|Uncharacterized,8
CR_06590C_A,RGS2,ORF|Uncharacterized,11
CR_06600C_A,,snoRNA|Uncharacterized,4
CR_06610W_A,STE2,ORF|Verified,23
CR_06620W_A,,ORF|Uncharacterized,9
CR_06630W_A,,snoRNA|Uncharacterized,6
CR_06640C_A,,ORF|Uncharacterized,1
CR_06650C_A,,ORF|Uncharacterized,5
CR_06660W_A,SEO1,ORF|Uncharacterized,15
CR_06670W_A,CFL11,ORF|Uncharacterized,37
CR_06680C_A,,ORF|Uncharacterized,30
CR_06690C_A,,ORF|Uncharacterized,14
CR_06700C_A,SOL3,ORF|Uncharacterized,0
CR_06710C_A,GCN5,ORF|Verified,8
CR_06720W_A,NMD3,ORF|Uncharacterized,0
CR_06730W_A,APG7,ORF|Uncharacterized,26
CR_06740W_A,,ORF|Uncharacterized,1
CR_06750C_A,PUP2,ORF|Verified,0
CR_06760C_A,LSC2,ORF|Uncharacterized,9
CR_06770C_A,,ORF|Uncharacterized,9
CR_06780W_A,,ORF|Uncharacterized,17
CR_06790C_A,,ORF|Uncharacterized,17
CR_06800C_A,HHF22,ORF|Uncharacterized,6
CR_06810W_A,HHT2,ORF|Uncharacterized,3
CR_06820W_A,,ORF|Uncharacterized,7
CR_06830C_A,SIW14,ORF|Verified,3
CR_06840W_A,,ORF|Uncharacterized,2
CR_06850C_A,,ORF|Uncharacterized,1
CR_06860C_A,ARO10,ORF|Uncharacterized,30
CR_06870C_A,,ORF|Uncharacterized,51
CR_06880C_A,tS(AGA)2,tRNA|Uncharacterized,0
CR_06890C_A,,long_terminal_repeat,6
CR_06900C_A,ALG6,ORF|Uncharacterized,13
CR_06910W_A,BUD5,ORF|Verified,42
CR_06920W_A,,ORF|Uncharacterized,19
CR_06930W_A,,ORF|Uncharacterized,19
CR_06940W_A,DSL1,ORF|Uncharacterized,3
CR_06950C_A,ATX1,ORF|Uncharacterized,14
CR_06960W_A,,ORF|Uncharacterized,1
CR_06970C_A,,ORF|Uncharacterized,19
CR_06980W_A,,ORF|Uncharacterized,1
CR_06990W_A,,ORF|Uncharacterized,65
CR_07000C_A,POL2,ORF|Uncharacterized,2
CR_07010W_A,MIS11,ORF|Uncharacterized,9
CR_07020W_A,,ORF|Uncharacterized,9
CR_07030C_A,,ORF|Uncharacterized,0
CR_07040W_A,SPT10,ORF|Uncharacterized,12
CR_07050C_A,URA2,ORF|Uncharacterized,73
CR_07060C_A,CRZ2,ORF|Verified,10
CR_07070C_A,ALS3,ORF|Verified,25
CR_07080W_A,,ORF|Uncharacterized,0
CR_07090W_A,STT4,ORF|Verified,45
CR_07100W_A,FLC2,ORF|Uncharacterized,26
CR_07110C_A,,ORF|Uncharacterized,37
CR_07120C_A,,ORF|Uncharacterized,10
CR_07130C_A,ALK8,ORF|Verified,35
CR_07140C_A,,ORF|Uncharacterized,13
CR_07150W_A,GLK1,ORF|Uncharacterized,12
CR_07160C_A,,ORF|Uncharacterized,14
CR_07170W_A,,ORF|Uncharacterized,10
CR_07180W_A,EMP46,ORF|Uncharacterized,16
CR_07190W_A,,ORF|Uncharacterized,1
CR_07200W_A,,ORF|Uncharacterized,13
CR_07210W_A,ARC15,ORF|Verified,1
CR_07220C_A,,ORF|Uncharacterized,45
CR_07230W_A,,ORF|Uncharacterized,5
CR_07240C_A,CLG1,ORF|Uncharacterized,17
CR_07250C_A,,ORF|Uncharacterized,24
CR_07260C_A,,ORF|Uncharacterized,15
CR_07270C_A,HGT16,ORF|Uncharacterized,28
CR_07280W_A,FRE30,ORF|Uncharacterized,9
CR_07290W_A,FRE7,ORF|Verified,16
CR_07300W_A,,ORF|Uncharacterized,40
CR_07310W_A,,ORF|Uncharacterized,20
CR_07320C_A,,ORF|Uncharacterized,2
CR_07330W_A,SMX4,ORF|Verified,1
CR_07340C_A,,ORF|Uncharacterized,13
CR_07350W_A,,ORF|Uncharacterized,10
CR_07360W_A,PIF1,ORF|Uncharacterized,6
CR_07370W_A,,ORF|Uncharacterized,6
CR_07380C_A,KSR1,ORF|Verified,1
CR_07390C_A,MRPL8,ORF|Uncharacterized,1
CR_07400C_A,LPD1,ORF|Verified,0
CR_07410C_A,tK(UUU)2,tRNA|Uncharacterized,1
CR_07420W_A,KGD2,ORF|Uncharacterized,1
CR_07430W_A,,long_terminal_repeat,12
CR_07440W_A,ACE2,ORF|Verified,18
CR_07450C_A,MNL1,ORF|Verified,31
CR_07460C_A,,ORF|Uncharacterized,36
CR_07470W_A,,ORF|Uncharacterized,19
CR_07480W_A,,ORF|Uncharacterized,7
CR_07490C_A,GLK4,ORF|Uncharacterized,9
CR_07500W_A,,ORF|Uncharacterized,4
CR_07510W_A,,ORF|Uncharacterized,0
CR_07520C_A,YPT31,ORF|Verified,0
CR_07530C_A,ECM22,ORF|Verified,24
CR_07540C_A,,ORF|Uncharacterized,33
CR_07550C_A,,ORF|Dubious,18
CR_07560W_A,RGD3,ORF|Uncharacterized,7
CR_07570W_A,,ORF|Verified,15
CR_07580C_A,TSC11,ORF|Verified,14
CR_07590W_A,EMP24,ORF|Verified,10
CR_07600W_A,,ORF|Uncharacterized,37
CR_07610C_A,,ORF|Dubious,46
CR_07620W_A,AAT21,ORF|Uncharacterized,23
CR_07630C_A,RPS27,ORF|Uncharacterized,0
CR_07640C_A,,ORF|Uncharacterized,8
CR_07650W_A,GLC7,ORF|Alternatively spliced|Verified,2
CR_07660C_A,,ORF|Verified,0
CR_07670W_A,,ORF|Uncharacterized,14
CR_07680C_A,,ORF|Uncharacterized,74
CR_07690W_A,,ORF|Uncharacterized,10
CR_07700W_A,,ORF|Uncharacterized,32
CR_07710W_A,ARO2,ORF|Uncharacterized,2
CR_07720C_A,CDC45,ORF|Uncharacterized,2
CR_07730W_A,HGT14,ORF|Uncharacterized,23
CR_07740W_A,,ORF|Uncharacterized,3
CR_07750C_A,,ORF|Uncharacterized,3
CR_07760W_A,,ORF|Uncharacterized,1
CR_07770C_A,PTC6,ORF|Verified,28
CR_07780W_A,,ORF|Uncharacterized,32
CR_07790C_A,YHB1,ORF|Verified,20
CR_07800W_A,SAP2,ORF|Verified,26
CR_07810W_A,YHB5,ORF|Uncharacterized,17
CR_07820W_A,,ORF|Uncharacterized,26
CR_07830C_A,,ORF|Uncharacterized,4
CR_07840C_A,,ORF|Uncharacterized,42
CR_07850W_A,,ORF|Uncharacterized,27
CR_07860C_A,ASF1,ORF|Uncharacterized,1
CR_07870W_A,,ORF|Uncharacterized,40
CR_07880C_A,tG(GCC)1,tRNA|Uncharacterized,1
CR_07890W_A,EFG1,ORF|Verified,23
CR_07900C_A,,ORF|Dubious,45
CR_07910C_A,,ORF|Uncharacterized,52
CR_07920W_A,,ORF|Uncharacterized,29
CR_07930C_A,,ORF|Dubious,15
CR_07940W_A,,ORF|Uncharacterized,30
CR_07950W_A,IMP4,ORF|Uncharacterized,2
CR_07960C_A,TRK1,ORF|Verified,48
CR_07970C_A,,ORF|Dubious,12
CR_07980W_A,,centromere,59
CR_07990C_A,,ORF|Dubious,26
CR_08000C_A,,ORF|Uncharacterized,21
CR_08010W_A,DAD4,ORF|Uncharacterized,1
CR_08020C_A,NOP10,ORF|Uncharacterized,0
CR_08030C_A,FGR32,ORF|Verified,1
CR_08040W_A,,ORF|Uncharacterized,27
CR_08050C_A,,ORF|Uncharacterized,14
CR_08060C_A,VPS21,ORF|Verified,10
CR_08070W_A,PTP1,ORF|Uncharacterized,20
CR_08080W_A,,ORF|Uncharacterized,21
CR_08090W_A,SSB1,ORF|Verified,4
CR_08100C_A,RIO2,ORF|Uncharacterized,7
CR_08110W_A,,ORF|Uncharacterized,36
CR_08120C_A,DCP2,ORF|Verified,23
CR_08130W_A,,ORF|Uncharacterized,32
CR_08140W_A,,snoRNA|Uncharacterized,1
CR_08150W_A,RPS20,ORF|Verified,0
CR_08160W_A,PTC5,ORF|Verified,28
CR_08170C_A,,ORF|Uncharacterized,29
CR_08180C_A,TRM9,ORF|Uncharacterized,32
CR_08190W_A,,ORF|Uncharacterized,12
CR_08200C_A,,ORF|Uncharacterized,68
CR_08210C_A,ACO1,ORF|Verified,1
CR_08220C_A,tK(UUU)3,tRNA|Uncharacterized,4
CR_08230C_A,tK(UUU)4,tRNA|Uncharacterized,4
CR_08240W_A,tK(UUU)5,tRNA|Uncharacterized,3
CR_08250C_A,HSP104,ORF|Verified,34
CR_08260C_A,,ORF|Uncharacterized,26
CR_08270W_A,,ORF|Uncharacterized,35
CR_08280W_A,,ORF|Uncharacterized,27
CR_08290W_A,,ORF|Uncharacterized,18
CR_08300C_A,,ORF|Verified,59
CR_08310C_A,,ORF|Uncharacterized,35
CR_08320W_A,ATS1,ORF|Uncharacterized,11
CR_08330W_A,,ORF|Uncharacterized,13
CR_08340W_A,CYS3,ORF|Uncharacterized,5
CR_08350W_A,,ORF|Uncharacterized,8
CR_08360C_A,RPP2A,ORF|Verified,6
CR_08370W_A,GSH2,ORF|Uncharacterized,0
CR_08380C_A,,ORF|Uncharacterized,25
CR_08390W_A,tI(AAU)5,tRNA|Uncharacterized,1
CR_08400C_A,,ORF|Uncharacterized,2
CR_08410W_A,,ORF|Uncharacterized,16
CR_08420W_A,,ORF|Uncharacterized,10
CR_08430W_A,,ORF|Verified,31
CR_08440W_A,,ORF|Uncharacterized,15
CR_08450C_A,,ORF|Uncharacterized,24
CR_08460W_A,TPM2,ORF|Uncharacterized,2
CR_08470W_A,,ORF|Uncharacterized,1
CR_08480C_A,,ORF|Verified,0
CR_08490W_A,TSR1,ORF|Verified,1
CR_08500W_A,,ORF|Uncharacterized,0
CR_08510W_A,PGA13,ORF|Verified,18
CR_08520C_A,,ORF|Uncharacterized,3
CR_08530C_A,tL(CAA)4,tRNA|Uncharacterized,3
CR_08540C_A,SSY5,ORF|Uncharacterized,30
CR_08550W_A,,ORF|Uncharacterized,11
CR_08560C_A,,ORF|Verified,14
CR_08570W_A,SKI2,ORF|Uncharacterized,20
CR_08580C_A,,ORF|Uncharacterized,7
CR_08590W_A,,ORF|Uncharacterized,2
CR_08600C_A,PEX19,ORF|Uncharacterized,13
CR_08610W_A,,ORF|Verified,2
CR_08620C_A,,ORF|Uncharacterized,11
CR_08630W_A,CDC23,ORF|Uncharacterized,2
CR_08640C_A,,ORF|Uncharacterized,1
CR_08650C_A,,ORF|Uncharacterized,16
CR_08660W_A,PRP8,ORF|Uncharacterized,7
CR_08670C_A,,ORF|Uncharacterized,12
CR_08680C_A,,ORF|Uncharacterized,21
CR_08690C_A,ECI1,ORF|Verified,14
CR_08700C_A,ARF1,ORF|Uncharacterized,8
CR_08710W_A,,ORF|Uncharacterized,9
CR_08720W_A,,ORF|Uncharacterized,15
CR_08730W_A,tE(UUC)7,tRNA|Uncharacterized,0
CR_08740W_A,,ORF|Uncharacterized,5
CR_08750C_A,tG(GCC)6,tRNA|Uncharacterized,0
CR_08760C_A,RDN5,rRNA|Verified,4
CR_08770W_A,RDN18,rRNA|Verified,32
CR_08780W_A,ITS1,ncRNA|Uncharacterized,3
CR_08790W_A,RDN58,rRNA|Verified,0
CR_08800W_A,ITS2,ncRNA|Uncharacterized,4
CR_08810W_A,RDN25,rRNA|Verified,38
CR_08820C_A,TAR1,ORF|Uncharacterized,4
CR_08830W_A,,ORF|Uncharacterized,0
CR_08840C_A,NIT2,ORF|Uncharacterized,1
CR_08850W_A,,ORF|Dubious,4
CR_08860W_A,PDK2,ORF|Verified,3
CR_08870W_A,PEX13,ORF|Verified,6
CR_08880C_A,,ORF|Uncharacterized,4
CR_08890C_A,ASR2,ORF|Uncharacterized,5
CR_08900C_A,,ORF|Uncharacterized,2
CR_08910C_A,RPN7,ORF|Uncharacterized,0
CR_08920W_A,,ORF|Uncharacterized,6
CR_08930C_A,,ORF|Uncharacterized,1
CR_08940W_A,,ORF|Uncharacterized,1
CR_08950W_A,ARP2,ORF|Verified,0
CR_08960C_A,MPS1,ORF|Verified,0
CR_08970W_A,tM(CAU)4,tRNA|Uncharacterized,1
CR_08980C_A,,ORF|Uncharacterized,4
CR_08990C_A,,ORF|Verified,5
CR_09000W_A,,long_terminal_repeat,1
CR_09010C_A,,ORF|Uncharacterized,7
CR_09020C_A,CHS2,ORF|Verified,6
CR_09030C_A,,ORF|Dubious,2
CR_09040W_A,,ORF|Uncharacterized,4
CR_09050C_A,,ORF|Uncharacterized,39
CR_09060W_A,,ORF|Uncharacterized,2
CR_09070C_A,,ORF|Uncharacterized,3
CR_09080C_A,,long_terminal_repeat,2
CR_09090C_A,,ORF|Uncharacterized,5
CR_09100C_A,,ORF|Uncharacterized,4
CR_09110C_A,,ORF|Uncharacterized,0
CR_09120C_A,TUB1,ORF|Verified,0
CR_09130C_A,,long_terminal_repeat,4
CR_09140C_A,,ORF|Uncharacterized,6
CR_09150W_A,,ORF|Uncharacterized,2
CR_09160C_A,ERG13,ORF|Verified,0
CR_09170C_A,SSU1,ORF|Verified,14
CR_09180W_A,CDG1,ORF|Verified,3
CR_09190C_A,,ORF|Verified,10
CR_09200C_A,UGA33,ORF|Verified,12
CR_09210W_A,SUC1,ORF|Verified,6
CR_09220C_A,LIP7,ORF|Uncharacterized,5
CR_09230C_A,,ORF|Uncharacterized,9
CR_09240C_A,,ORF|Uncharacterized,0
CR_09250W_A,,long_terminal_repeat,4
CR_09260W_A,,long_terminal_repeat,4
CR_09270C_A,CBP1,ORF|Verified,9
CR_09280W_A,,long_terminal_repeat,3
CR_09290W_A,THI13,ORF|Verified,5
CR_09300C_A,SCO1,ORF|Verified,1
CR_09310W_A,,ORF|Uncharacterized,5
CR_09320C_A,PHO88,ORF|Verified,0
CR_09330C_A,,ORF|Uncharacterized,18
CR_09340W_A,,ORF|Uncharacterized,6
CR_09350C_A,,ORF|Uncharacterized,13
CR_09360W_A,FCY24,ORF|Uncharacterized,8
CR_09370W_A,ELF1,ORF|Verified,12
CR_09380W_A,PRE8,ORF|Uncharacterized,0
CR_09390C_A,,ORF|Uncharacterized,12
CR_09400W_A,,long_terminal_repeat,15
CR_09410W_A,,ORF|Uncharacterized,16
CR_09420C_A,BGL22,ORF|Uncharacterized,16
CR_09430C_A,,ORF|Dubious,8
CR_09440C_A,,ORF|Uncharacterized,7
CR_09450C_A,tD(GUC)7,tRNA|Uncharacterized,1
CR_09460C_A,,ORF|Uncharacterized,2
CR_09470W_A,AXL1,ORF|Uncharacterized,16
CR_09480W_A,,ORF|Uncharacterized,2
CR_09490W_A,,ORF|Uncharacterized,9
CR_09500C_A,,ORF|Uncharacterized,9
CR_09510C_A,,ORF|Uncharacterized,2
CR_09520C_A,,ORF|Uncharacterized,3
CR_09530C_A,,ORF|Uncharacterized,17
CR_09540W_A,,long_terminal_repeat,2
CR_09550C_A,NUO1,ORF|Verified,2
CR_09560C_A,,ORF|Uncharacterized,13
CR_09570W_A,,ORF|Uncharacterized,6
CR_09580C_A,,ORF|Uncharacterized,7
CR_09590W_A,,ORF|Uncharacterized,1
CR_09600C_A,YKE2,ORF|Uncharacterized,0
CR_09610C_A,,ORF|Uncharacterized,1
CR_09620C_A,,ORF|Uncharacterized,4
CR_09630W_A,tN(GUU)4,tRNA|Uncharacterized,0
CR_09640C_A,,ORF|Uncharacterized,1
CR_09650W_A,WAL1,ORF|Verified,9
CR_09660W_A,,ORF|Uncharacterized,4
CR_09670C_A,,ORF|Uncharacterized,8
CR_09680C_A,RTA4,ORF|Verified,8
CR_09690C_A,PLB3,ORF|Verified,8
CR_09700W_A,,ORF|Uncharacterized,8
CR_09710W_A,PCD1,ORF|Uncharacterized,8
CR_09720W_A,VMA22,ORF|Uncharacterized,0
CR_09730C_A,SSF1,ORF|Uncharacterized,2
CR_09740W_A,,ORF|Uncharacterized,2
CR_09750C_A,,ORF|Uncharacterized,5
CR_09760W_A,MED21,ORF|Uncharacterized,0
CR_09770C_A,PMT5,ORF|Verified,15
CR_09780C_A,IFA14,ORF|Uncharacterized,26
CR_09790W_A,ALO1,ORF|Verified,11
CR_09800C_A,,ORF|Uncharacterized,5
CR_09810W_A,,ORF|Uncharacterized,6
CR_09820C_A,,ORF|Dubious,10
CR_09830W_A,,ORF|Uncharacterized,16
CR_09840C_A,,ORF|Uncharacterized,5
CR_09850C_A,FGR46,ORF|Verified,17
CR_09860W_A,YTA6,ORF|Verified,14
CR_09870C_A,,long_terminal_repeat,3
CR_09880W_A,DEF1,ORF|Verified,17
CR_09890C_A,BET2,ORF|Uncharacterized,3
CR_09900C_A,DPB2,ORF|Uncharacterized,1
CR_09910W_A,GNP3,ORF|Uncharacterized,11
CR_09920W_A,,ORF|Uncharacterized,14
CR_09930W_A,,ORF|Uncharacterized,5
CR_09940W_A,,ORF|Uncharacterized,8
CR_09950C_A,SIK1,ORF|Verified,2
CR_09960C_A,UGA3,ORF|Verified,21
CR_09970W_A,UBC4,ORF|Uncharacterized,0
CR_09980W_A,SPT7,ORF|Verified,8
CR_09990W_A,,ORF|Uncharacterized,25
CR_10000C_A,,ORF|Uncharacterized,9
CR_10010C_A,MSS51,ORF|Uncharacterized,1
CR_10020C_A,,ORF|Uncharacterized,2
CR_10030W_A,FGR34,ORF|Verified,4
CR_10040W_A,,ORF|Uncharacterized,3
CR_10050C_A,,long_terminal_repeat,8
CR_10060W_A,,ORF|Uncharacterized,2
CR_10070C_A,ZCF39,ORF|Verified,12
CR_10080C_A,,long_terminal_repeat,6
CR_10090C_A,,long_terminal_repeat,7
CR_10100C_A,INO1,ORF|Verified,1
CR_10110W_A,CHT3,ORF|Verified,6
CR_10120C_A,,ORF|Uncharacterized,2
CR_10130W_A,,ORF|Uncharacterized,15
CR_10140W_A,,ORF|Verified,2
CR_10150C_A,,long_terminal_repeat,2
CR_10160W_A,FAA4,ORF|Uncharacterized,8
CR_10170C_A,,ORF|Uncharacterized,11
CR_10180W_A,,ORF|Uncharacterized,5
CR_10190C_A,,ORF|Uncharacterized,1
CR_10200W_A,,ORF|Uncharacterized,5
CR_10210W_A,PGA12,ORF|Uncharacterized,7
CR_10220C_A,,long_terminal_repeat,4
CR_10230W_A,,ORF|Uncharacterized,9
CR_10240W_A,UTP5,ORF|Verified,5
CR_10250C_A,FDH3,ORF|Verified,6
CR_10260W_A,,ORF|Uncharacterized,5
CR_10270C_A,AHA1,ORF|Uncharacterized,5
CR_10280W_A,,ORF|Uncharacterized,2
CR_10290C_A,,ORF|Uncharacterized,1
CR_10300W_A,PUP1,ORF|Uncharacterized,0
CR_10310W_A,,ORF|Uncharacterized,2
CR_10320W_A,,ORF|Uncharacterized,4
CR_10330W_A,PGA11,ORF|Uncharacterized,2
CR_10340W_A,PTP3,ORF|Verified,14
CR_10350C_A,TRX1,ORF|Verified,2
CR_10360C_A,CTM1,ORF|Uncharacterized,8
CR_10370W_A,HCR1,ORF|Uncharacterized,1
CR_10380C_A,,ORF|Uncharacterized,17
CR_10390W_A,,ORF|Verified,3
CR_10400W_A,,ORF|Uncharacterized,3
CR_10410C_A,,ORF|Uncharacterized,0
CR_10420W_A,,ORF|Uncharacterized,3
CR_10430C_A,,ORF|Uncharacterized,3
CR_10440W_A,,ORF|Uncharacterized,13
CR_10450C_A,SPT3,ORF|Verified,0
CR_10460W_A,,snoRNA|Uncharacterized,1
CR_10470C_A,,ORF|Uncharacterized,3
CR_10480W_A,PGA1,ORF|Verified,7
CR_10490W_A,EIF4E,ORF|Alternatively spliced|Verified,1
CR_10500C_A,,ORF|Uncharacterized,6
CR_10510W_A,,ORF|Uncharacterized,17
CR_10520C_A,SLD5,ORF|Uncharacterized,1
CR_10530W_A,,ORF|Uncharacterized,0
