Standard name,Common name,Type,Lib _1
C1_00130C_A,VPS53,ORF|Uncharacterized,6
C1_00140W_A,KEL1,ORF|Verified,10
C1_00150C_A,RIM8,ORF|Verified,9
C1_00160C_A,,ORF|Verified,2
C1_00170W_A,LEU4,ORF|Verified,11
C1_00180W_A,RPL16A,ORF|Verified,2
C1_00190C_A,,ORF|Uncharacterized,7
C1_00200C_A,,ORF|Uncharacterized,6
C1_00210C_A,,ORF|Verified,5
C1_00220W_A,PHR2,ORF|Verified,2
C1_00230C_A,BFA1,ORF|Uncharacterized,3
C1_00240C_A,tT(AGU)6,tRNA|Uncharacterized,1
C1_00250W_A,,retrotransposon,18
C1_00260W_A,,long_terminal_repeat,1
C1_00270W_A,,ORF|Uncharacterized|transposable element gene,5
C1_00280C_A,RFC52,ORF|Uncharacterized,0
C1_00290W_A,POL93,ORF|Uncharacterized|transposable element gene,10
C1_00300W_A,,long_terminal_repeat,0
C1_00310W_A,,ORF|Uncharacterized,11
C1_00320W_A,,ORF|Uncharacterized,0
C1_00330C_A,,ORF|Uncharacterized,3
C1_00340W_A,HBR1,ORF|Verified,3
C1_00350C_A,HMX1,ORF|Verified,1
C1_00360W_A,CDC13,ORF|Verified,7
C1_00370W_A,,ORF|Uncharacterized,4
C1_00380C_A,,ORF|Uncharacterized,7
C1_00390W_A,ENA2,ORF|Uncharacterized,15
C1_00400W_A,SVF1,ORF|Uncharacterized,2
C1_00410C_A,,ORF|Uncharacterized,10
C1_00420W_A,,ORF|Uncharacterized,7
C1_00430W_A,,ORF|Uncharacterized,10
C1_00440W_A,UBP6,ORF|Uncharacterized,10
C1_00450C_A,,ORF|Uncharacterized,0
C1_00460W_A,,ORF|Verified,2
C1_00470C_A,,ORF|Uncharacterized,7
C1_00480C_A,GCN20,ORF|Uncharacterized,8
C1_00490C_A,TTR1,ORF|Verified,5
C1_00500C_A,GLO1,ORF|Uncharacterized,12
C1_00510W_A,,ORF|Uncharacterized,0
C1_00520W_A,,ORF|Uncharacterized,5
C1_00530C_A,,ORF|Uncharacterized,13
C1_00540C_A,,ORF|Uncharacterized,5
C1_00550W_A,CIS2,ORF|Uncharacterized,10
C1_00560W_A,CNS1,ORF|Verified,0
C1_00570C_A,,ORF|Uncharacterized,3
C1_00580W_A,,ORF|Uncharacterized,10
C1_00590W_A,TUF1,ORF|Uncharacterized,0
C1_00600W_A,APC1,ORF|Uncharacterized,3
C1_00610W_A,PSD1,ORF|Verified,1
C1_00620W_A,MOB2,ORF|Verified,2
C1_00630W_A,,ORF|Uncharacterized,16
C1_00640C_A,RPO41,ORF|Uncharacterized,0
C1_00650C_A,SNF7,ORF|Verified,0
C1_00660C_A,,ORF|Uncharacterized,0
C1_00670C_A,UGA32,ORF|Verified,18
C1_00680W_A,ASM3,ORF|Uncharacterized,12
C1_00690W_A,RIC1,ORF|Uncharacterized,18
C1_00700W_A,,ORF|Uncharacterized,0
C1_00710C_A,TUB2,ORF|Verified,2
C1_00720W_A,tP(UGG)3,tRNA|Uncharacterized,2
C1_00730C_A,CMP1,ORF|Verified,8
C1_00740C_A,SPE1,ORF|Verified,0
C1_00750C_A,VPS27,ORF|Verified,17
C1_00760W_A,,ORF|Uncharacterized,7
C1_00770C_A,ROT1,ORF|Uncharacterized,1
C1_00780C_A,HGC1,ORF|Verified,10
C1_00790W_A,,ORF|Uncharacterized,9
C1_00800C_A,ERG2,ORF|Verified,0
C1_00810W_A,,ORF|Uncharacterized,1
C1_00820W_A,,ORF|Uncharacterized,2
C1_00830W_A,,ORF|Uncharacterized,9
C1_00840C_A,NRM1,ORF|Verified,10
C1_00850W_A,IHD2,ORF|Uncharacterized,6
C1_00860W_A,,ORF|Uncharacterized,2
C1_00870W_A,LRO1,ORF|Uncharacterized,5
C1_00880W_A,,ORF|Uncharacterized,14
C1_00890W_A,,ORF|Uncharacterized,3
C1_00900W_A,RRS1,ORF|Verified,0
C1_00910W_A,,ORF|Uncharacterized,5
C1_00920W_A,,ORF|Uncharacterized,14
C1_00930C_A,SIN3,ORF|Verified,8
C1_00940W_A,RPB11,ORF|Uncharacterized,0
C1_00950C_A,CDC5,ORF|Verified,4
C1_00960C_A,SET1,ORF|Verified,12
C1_00970W_A,,ORF|Alternatively spliced|Uncharacterized,0
C1_00980W_A,,ORF|Uncharacterized,1
C1_00990C_A,NMA111,ORF|Uncharacterized,13
C1_01000C_A,,ORF|Uncharacterized,1
C1_01010W_A,,ORF|Verified,4
C1_01020W_A,tA(AGC)4,tRNA|Uncharacterized,0
C1_01030W_A,HMT1,ORF|Verified,4
C1_01040W_A,,ORF|Uncharacterized,3
C1_01050C_A,,ORF|Verified,0
C1_01060W_A,MBF1,ORF|Verified,1
C1_01070C_A,,ORF|Uncharacterized,0
C1_01080W_A,,ORF|Uncharacterized,15
C1_01090C_A,,ORF|Uncharacterized,0
C1_01100W_A,CCH1,ORF|Verified,41
C1_01110C_A,ZPR1,ORF|Uncharacterized,3
C1_01120C_A,,long_terminal_repeat,7
C1_01130W_A,,ORF|Uncharacterized,0
C1_01140C_A,,ORF|Uncharacterized,8
C1_01150C_A,,ORF|Uncharacterized,9
C1_01160C_A,,ORF|Uncharacterized,1
C1_01170C_A,ZCF17,ORF|Verified,22
C1_01180C_A,,ORF|Uncharacterized,25
C1_01190C_A,,ORF|Uncharacterized,10
C1_01200W_A,STB5,ORF|Verified,14
C1_01210W_A,,ORF|Uncharacterized,8
C1_01220C_A,,ORF|Uncharacterized,6
C1_01230C_A,,long_terminal_repeat,3
C1_01240W_A,IFD3,ORF|Uncharacterized,7
C1_01250W_A,,ORF|Uncharacterized,8
C1_01260C_A,TRS20,ORF|Uncharacterized,2
C1_01270W_A,CTA9,ORF|Verified,7
C1_01280C_A,MED22,ORF|Uncharacterized,1
C1_01290C_A,,ORF|Uncharacterized,12
C1_01300W_A,,ORF|Uncharacterized,11
C1_01310W_A,,ORF|Dubious,17
C1_01320W_A,MRS7,ORF|Verified,1
C1_01330C_A,DUT1,ORF|Verified,0
C1_01340C_A,,ORF|Uncharacterized,8
C1_01350C_A,TIF,ORF|Uncharacterized,0
C1_01360C_A,,ORF|Uncharacterized,6
C1_01370C_A,RPS21B,ORF|Uncharacterized,0
C1_01380C_A,TRM2,ORF|Uncharacterized,7
C1_01390C_A,,ORF|Uncharacterized,9
C1_01400C_A,,ORF|Uncharacterized,7
C1_01410C_A,,long_terminal_repeat,2
C1_01420C_A,CRL1,ORF|Verified,9
C1_01430C_A,,long_terminal_repeat,1
C1_01440C_A,POX18,ORF|Uncharacterized,5
C1_01450W_A,ABC1,ORF|Uncharacterized,2
C1_01460W_A,,ORF|Uncharacterized,20
C1_01470W_A,,ORF|Uncharacterized,0
C1_01480C_A,RPS21,ORF|Uncharacterized,1
C1_01490W_A,,ORF|Verified,0
C1_01500W_A,,ORF|Dubious,5
C1_01510W_A,,ORF|Uncharacterized,22
C1_01520C_A,SOD2,ORF|Verified,0
C1_01530C_A,,ORF|Uncharacterized,2
C1_01540W_A,,ORF|Uncharacterized,18
C1_01550W_A,VPS17,ORF|Uncharacterized,5
C1_01560W_A,SIZ1,ORF|Uncharacterized,28
C1_01570C_A,RPB7,ORF|Verified,2
C1_01580W_A,,ORF|Uncharacterized,0
C1_01590C_A,,ORF|Verified,2
C1_01600W_A,MRP20,ORF|Uncharacterized,1
C1_01610C_A,,ORF|Uncharacterized,10
C1_01620C_A,,ORF|Uncharacterized,7
C1_01630W_A,,ORF|Uncharacterized,1
C1_01640W_A,RPS42,ORF|Uncharacterized,2
C1_01650W_A,ISN1,ORF|Uncharacterized,1
C1_01660C_A,tS(UGA)1,tRNA|Uncharacterized,1
C1_01670C_A,ESP1,ORF|Verified,5
C1_01680C_A,,ORF|Uncharacterized,0
C1_01690C_A,LSC1,ORF|Uncharacterized,5
C1_01700W_A,ARP8,ORF|Verified,10
C1_01710W_A,,ORF|Uncharacterized,2
C1_01720C_A,,snoRNA|Uncharacterized,2
C1_01730W_A,tA(AGC)3,tRNA|Uncharacterized,1
C1_01740W_A,CTN1,ORF|Verified,11
C1_01750W_A,,ORF|Uncharacterized,16
C1_01760W_A,FGR38,ORF|Verified,15
C1_01770W_A,MAK32,ORF|Uncharacterized,7
C1_01780C_A,HOL4,ORF|Uncharacterized,7
C1_01790W_A,SWI4,ORF|Verified,2
C1_01800W_A,,ORF|Uncharacterized,3
C1_01810C_A,UGA2,ORF|Uncharacterized,6
C1_01820C_A,,ORF|Uncharacterized,2
C1_01830C_A,UBC8,ORF|Uncharacterized,2
C1_01840C_A,,ORF|Uncharacterized,3
C1_01850C_A,,ORF|Uncharacterized,0
C1_01860W_A,,ORF|Uncharacterized,6
C1_01870C_A,CYS4,ORF|Uncharacterized,8
C1_01880C_A,PTR3,ORF|Uncharacterized,10
C1_01890C_A,,ORF|Uncharacterized,11
C1_01900C_A,,ORF|Uncharacterized,9
C1_01910W_A,,ORF|Uncharacterized,4
C1_01920W_A,ROA1,ORF|Verified,21
C1_01930W_A,,ORF|Uncharacterized,2
C1_01940C_A,,ORF|Uncharacterized,0
C1_01950C_A,,ORF|Uncharacterized,0
C1_01960W_A,,long_terminal_repeat,1
C1_01970W_A,,ORF|Uncharacterized,1
C1_01980W_A,HGT1,ORF|Verified,9
C1_01990W_A,HSP30,ORF|Verified,9
C1_02000W_A,,ORF|Uncharacterized,13
C1_02010C_A,ZCF24,ORF|Uncharacterized,8
C1_02020W_A,,ORF|Uncharacterized,5
C1_02030C_A,,ORF|Uncharacterized,2
C1_02040C_A,,ORF|Uncharacterized,11
C1_02050C_A,PHO91,ORF|Uncharacterized,9
C1_02060W_A,,ORF|Uncharacterized,1
C1_02070W_A,HSP31,ORF|Uncharacterized,11
C1_02080W_A,SET6,ORF|Uncharacterized,11
C1_02090C_A,,ORF|Uncharacterized,6
C1_02100W_A,,ORF|Uncharacterized,10
C1_02110C_A,HGT2,ORF|Verified,7
C1_02120C_A,SHA3,ORF|Verified,7
C1_02130C_A,GAL1,ORF|Verified,0
C1_02140C_A,,ORF|Dubious,0
C1_02150W_A,GAL10,ORF|Verified,8
C1_02160W_A,,ORF|Uncharacterized,0
C1_02170C_A,GAL102,ORF|Verified,11
C1_02180W_A,GAL7,ORF|Uncharacterized,10
C1_02190W_A,ABP140,ORF|Uncharacterized,10
C1_02200C_A,,ORF|Uncharacterized,4
C1_02210W_A,,ORF|Uncharacterized,10
C1_02220C_A,,ORF|Uncharacterized,13
C1_02230W_A,SEP7,ORF|Verified,6
C1_02240W_A,,ORF|Uncharacterized,1
C1_02250W_A,CWH8,ORF|Uncharacterized,1
C1_02260C_A,AGE3,ORF|Verified,6
C1_02270C_A,,ORF|Uncharacterized,9
C1_02280C_A,PSY2,ORF|Verified,12
C1_02290C_A,,ORF|Uncharacterized,4
C1_02300W_A,,ORF|Uncharacterized,3
C1_02310C_A,,ORF|Uncharacterized,0
C1_02320C_A,,ORF|Uncharacterized,4
C1_02330C_A,,ORF|Verified,1
C1_02340C_A,tR(CCG)1,tRNA|Uncharacterized,0
C1_02350W_A,TIM21,ORF|Verified,6
C1_02360C_A,PGA5,ORF|Uncharacterized,17
C1_02370C_A,,ORF|Uncharacterized,14
C1_02380C_A,,ORF|Uncharacterized,0
C1_02390W_A,,ORF|Uncharacterized,13
C1_02400C_A,MNN11,ORF|Uncharacterized,9
C1_02410C_A,,ORF|Uncharacterized,6
C1_02420C_A,GSC1,ORF|Verified,1
C1_02430C_A,,ORF|Uncharacterized,8
C1_02440C_A,,ORF|Uncharacterized,5
C1_02450C_A,,ORF|Uncharacterized,0
C1_02460W_A,RPL10,ORF|Verified,0
C1_02470W_A,,ORF|Uncharacterized,2
C1_02480W_A,PMM1,ORF|Verified,0
C1_02490C_A,,ORF|Uncharacterized,4
C1_02500W_A,,ORF|Uncharacterized,2
C1_02510W_A,,ORF|Uncharacterized,0
C1_02520W_A,SCW4,ORF|Uncharacterized,15
C1_02530C_A,DIP5,ORF|Verified,5
C1_02540C_A,tR(UCU)4,tRNA|Uncharacterized,0
C1_02550W_A,,long_terminal_repeat,9
C1_02560W_A,,ORF|Dubious,1
C1_02570C_A,PUT4,ORF|Uncharacterized,17
C1_02580W_A,HNM4,ORF|Uncharacterized,10
C1_02590C_A,SNZ1,ORF|Verified,0
C1_02600W_A,SNO1,ORF|Verified,4
C1_02610W_A,IML1,ORF|Uncharacterized,18
C1_02620C_A,HOM6,ORF|Verified,2
C1_02630C_A,EXG2,ORF|Verified,14
C1_02640C_A,TOM20,ORF|Verified,0
C1_02650W_A,,ORF|Uncharacterized,0
C1_02660C_A,MGM101,ORF|Verified,0
C1_02670C_A,,ORF|Verified,34
C1_02680C_A,,ORF|Uncharacterized,15
C1_02690C_A,,ORF|Uncharacterized,3
C1_02700C_A,,ORF|Uncharacterized,2
C1_02710W_A,FRS2,ORF|Uncharacterized,0
C1_02720W_A,,ORF|Verified,6
C1_02730W_A,,ORF|Uncharacterized,6
C1_02740C_A,,ORF|Uncharacterized,4
C1_02750C_A,,ORF|Uncharacterized,0
C1_02760W_A,,ORF|Uncharacterized,4
C1_02770W_A,,ORF|Alternatively spliced|Uncharacterized,0
C1_02780W_A,,ORF|Uncharacterized,1
C1_02790W_A,TIF34,ORF|Verified,1
C1_02800W_A,,ORF|Uncharacterized,7
C1_02810W_A,RAD16,ORF|Uncharacterized,13
C1_02820W_A,LYS2,ORF|Verified,22
C1_02830W_A,,ORF|Uncharacterized,9
C1_02840W_A,PDE2,ORF|Verified,8
C1_02850W_A,,ORF|Uncharacterized,8
C1_02860C_A,YKT6,ORF|Verified,1
C1_02870W_A,YPT7,ORF|Uncharacterized,6
C1_02880C_A,MIA40,ORF|Uncharacterized,2
C1_02890C_A,,ORF|Uncharacterized,5
C1_02900C_A,,ORF|Uncharacterized,4
C1_02910C_A,,ORF|Uncharacterized,11
C1_02920W_A,CDC73,ORF|Verified,3
C1_02930C_A,MST1,ORF|Verified,1
C1_02940C_A,,ORF|Uncharacterized,6
C1_02950W_A,,ORF|Uncharacterized,5
C1_02960C_A,,ORF|Uncharacterized,2
C1_02970W_A,,ORF|Uncharacterized,14
C1_02980W_A,GOR1,ORF|Uncharacterized,4
C1_02990C_A,XOG1,ORF|Verified,6
C1_03000W_A,HOL1,ORF|Uncharacterized,9
C1_03010W_A,RPP1A,ORF|Verified,0
C1_03020C_A,RPL13,ORF|Verified,0
C1_03030W_A,RPS16A,ORF|Uncharacterized,0
C1_03040W_A,,ORF|Uncharacterized,8
C1_03050W_A,,ORF|Uncharacterized,13
C1_03060C_A,TSR2,ORF|Uncharacterized,2
C1_03070C_A,ORC1,ORF|Uncharacterized,3
C1_03080C_A,TEM1,ORF|Verified,1
C1_03090W_A,RPS1,ORF|Verified,0
C1_03100W_A,,ORF|Verified,19
C1_03110W_A,RPL6,ORF|Verified,0
C1_03120W_A,,ORF|Uncharacterized,7
C1_03130C_A,GGA2,ORF|Uncharacterized,7
C1_03140W_A,,ORF|Uncharacterized,4
C1_03150C_A,,ORF|Uncharacterized,4
C1_03160C_A,COQ4,ORF|Uncharacterized,2
C1_03170C_A,,ORF|Uncharacterized,16
C1_03180W_A,,ORF|Uncharacterized,2
C1_03190C_A,ECM33,ORF|Verified,4
C1_03200C_A,ARO80,ORF|Uncharacterized,17
C1_03210C_A,CDC12,ORF|Verified,0
C1_03220C_A,BMH1,ORF|Alternatively spliced|Verified,0
C1_03230C_A,ARX1,ORF|Uncharacterized,0
C1_03240W_A,,ORF|Uncharacterized,3
C1_03250C_A,SPP1,ORF|Uncharacterized,7
C1_03260W_A,,ORF|Uncharacterized,16
C1_03270W_A,,ORF|Uncharacterized,10
C1_03280W_A,,ORF|Uncharacterized,0
C1_03290W_A,NGG1,ORF|Uncharacterized,3
C1_03300C_A,MAS1,ORF|Uncharacterized,1
C1_03310W_A,,ORF|Uncharacterized,0
C1_03320C_A,EHD3,ORF|Verified,10
C1_03330C_A,,ORF|Uncharacterized,15
C1_03340C_A,SEC62,ORF|Verified,1
C1_03350C_A,RLI1,ORF|Uncharacterized,0
C1_03360W_A,,ORF|Uncharacterized,13
C1_03370W_A,,ORF|Uncharacterized,1
C1_03380W_A,TPS2,ORF|Verified,4
C1_03390W_A,EHT1,ORF|Uncharacterized,9
C1_03400W_A,,ORF|Uncharacterized,16
C1_03410W_A,,ORF|Uncharacterized,10
C1_03420W_A,tN(GUU)3,tRNA|Uncharacterized,3
C1_03430W_A,,ORF|Uncharacterized,5
C1_03440C_A,,ORF|Uncharacterized,12
C1_03450C_A,,ORF|Verified,25
C1_03460C_A,,ORF|Uncharacterized,25
C1_03470C_A,,ORF|Uncharacterized,24
C1_03480C_A,AGE1,ORF|Uncharacterized,19
C1_03490W_A,,ORF|Uncharacterized,14
C1_03500W_A,YPT1,ORF|Verified,0
C1_03510C_A,,ORF|Uncharacterized,5
C1_03520W_A,RPN3,ORF|Uncharacterized,2
C1_03530W_A,MED17,ORF|Uncharacterized,1
C1_03540C_A,,ORF|Uncharacterized,1
C1_03550C_A,COQ6,ORF|Uncharacterized,2
C1_03560C_A,SUA71,ORF|Uncharacterized,0
C1_03570C_A,tL(UAA)3,tRNA|Uncharacterized,1
C1_03580W_A,,ORF|Uncharacterized,1
C1_03590W_A,,blocked_reading_frame,5
C1_03600W_A,,ORF|Uncharacterized,0
C1_03610C_A,IMP1,ORF|Uncharacterized,1
C1_03620C_A,,ORF|Uncharacterized,1
C1_03630W_A,,ORF|Uncharacterized,1
C1_03640C_A,HFL1,ORF|Uncharacterized,8
C1_03650C_A,MRPL27,ORF|Uncharacterized,3
C1_03660W_A,,ORF|Uncharacterized,2
C1_03670C_A,DAO1,ORF|Uncharacterized,11
C1_03680W_A,ENG1,ORF|Verified,39
C1_03690W_A,,ORF|Uncharacterized,6
C1_03700C_A,tT(CGU)1,tRNA|Uncharacterized,0
C1_03710C_A,MSB1,ORF|Verified,23
C1_03720C_A,,ORF|Uncharacterized,7
C1_03730C_A,MNS1,ORF|Verified,10
C1_03740W_A,WAR1,ORF|Verified,13
C1_03750W_A,,ORF|Uncharacterized,6
C1_03760C_A,STR2,ORF|Uncharacterized,10
C1_03770W_A,SKO1,ORF|Verified,5
C1_03780C_A,HMG1,ORF|Verified,1
C1_03790C_A,,ORF|Uncharacterized,2
C1_03800W_A,RPP1,ORF|Uncharacterized,0
C1_03810C_A,ELA1,ORF|Uncharacterized,9
C1_03820W_A,PDR16,ORF|Verified,7
C1_03830C_A,,ORF|Uncharacterized,0
C1_03840W_A,,ORF|Uncharacterized,4
C1_03850C_A,,long_terminal_repeat,14
C1_03860C_A,BNI4,ORF|Verified,41
C1_03870C_A,,ORF|Verified,9
C1_03880C_A,,ORF|Uncharacterized,7
C1_03890W_A,,ORF|Uncharacterized,9
C1_03900W_A,SEN15,ORF|Uncharacterized,0
C1_03910C_A,,ORF|Uncharacterized,10
C1_03920C_A,,ORF|Uncharacterized,20
C1_03930W_A,,ORF|Uncharacterized,10
C1_03940W_A,,ORF|Verified,6
C1_03950C_A,,ORF|Uncharacterized,6
C1_03960C_A,,ORF|Uncharacterized,14
C1_03970W_A,,ORF|Dubious,10
C1_03980W_A,SPC19,ORF|Uncharacterized,2
C1_03990W_A,,ORF|Uncharacterized,13
C1_04000C_A,KTR4,ORF|Verified,7
C1_04010C_A,,ORF|Uncharacterized,8
C1_04020C_A,CSH1,ORF|Verified,9
C1_04030W_A,,ORF|Uncharacterized,2
C1_04040C_A,,ORF|Uncharacterized,2
C1_04050C_A,MFALPHA,ORF|Verified,3
C1_04060W_A,IFI3,ORF|Uncharacterized,8
C1_04070C_A,BET4,ORF|Uncharacterized,1
C1_04080W_A,MAD2,ORF|Verified,7
C1_04090C_A,,ORF|Uncharacterized,7
C1_04100C_A,POR1,ORF|Verified,0
C1_04110W_A,,ORF|Uncharacterized,4
C1_04120C_A,,ORF|Verified,12
C1_04130W_A,ERB1,ORF|Verified,2
C1_04140W_A,IFD6,ORF|Verified,7
C1_04150C_A,,ORF|Uncharacterized,10
C1_04160C_A,,ORF|Uncharacterized,7
C1_04170C_A,HTA2,ORF|Uncharacterized,0
C1_04180W_A,,ORF|Verified,0
C1_04190C_A,,ORF|Uncharacterized,0
C1_04200C_A,,ORF|Uncharacterized,5
C1_04210C_A,CDC3,ORF|Verified,0
C1_04220C_A,,ORF|Uncharacterized,3
C1_04230W_A,,ORF|Uncharacterized,4
C1_04240C_A,HHF1,ORF|Verified,2
C1_04250C_A,,ORF|Dubious,23
C1_04260W_A,HHT21,ORF|Uncharacterized,0
C1_04270C_A,,ORF|Uncharacterized,5
C1_04280C_A,,ORF|Uncharacterized,1
C1_04290C_A,ACS2,ORF|Verified,0
C1_04300C_A,SSA2,ORF|Verified,11
C1_04310C_A,GIG1,ORF|Verified,11
C1_04320W_A,GPM2,ORF|Verified,2
C1_04330W_A,RPN4,ORF|Verified,5
C1_04340C_A,,ORF|Uncharacterized,5
C1_04350C_A,,ORF|Uncharacterized,28
C1_04360C_A,,ORF|Uncharacterized,1
C1_04370C_A,,ORF|Uncharacterized,2
C1_04380W_A,SIT4,ORF|Verified,0
C1_04390C_A,NOP4,ORF|Verified,0
C1_04400C_A,APE2,ORF|Verified,24
C1_04410C_A,ESS1,ORF|Verified,1
C1_04420C_A,URA6,ORF|Uncharacterized,4
C1_04430C_A,,ORF|Uncharacterized,7
C1_04440W_A,,ORF|Uncharacterized,2
C1_04450C_A,FMA1,ORF|Alternatively spliced|Uncharacterized,12
C1_04460C_A,,ORF|Uncharacterized,5
C1_04470C_A,,ORF|Uncharacterized,9
C1_04480C_A,TUS1,ORF|Uncharacterized,26
C1_04490W_A,,ORF|Uncharacterized,1
C1_04500W_A,ICL1,ORF|Verified,18
C1_04510W_A,,ORF|Uncharacterized,14
C1_04520C_A,PHO85,ORF|Verified,4
C1_04530C_A,,ORF|Uncharacterized,19
C1_04540C_A,VPS16,ORF|Verified,10
C1_04550W_A,ELC1,ORF|Uncharacterized,4
C1_04560W_A,,ORF|Uncharacterized,9
C1_04570C_A,CHL4,ORF|Uncharacterized,2
C1_04580C_A,,ORF|Uncharacterized,4
C1_04590W_A,,ORF|Uncharacterized,3
C1_04600C_A,,ORF|Uncharacterized,7
C1_04610W_A,ATP1,ORF|Alternatively spliced|Verified,1
C1_04620W_A,,ORF|Uncharacterized,10
C1_04630C_A,,ORF|Uncharacterized,31
C1_04640W_A,,ORF|Uncharacterized,13
C1_04650W_A,DUR3,ORF|Verified,24
C1_04660W_A,"DUR1,2",ORF|Verified,38
C1_04670W_A,HAT1,ORF|Verified,0
C1_04680W_A,PIL1,ORF|Verified,5
C1_04690C_A,,ORF|Uncharacterized,37
C1_04700C_A,,ORF|Uncharacterized,18
C1_04710C_A,,ORF|Uncharacterized,8
C1_04720W_A,,ORF|Uncharacterized,1
C1_04730C_A,LYS21,ORF|Verified,13
C1_04740W_A,LPG20,ORF|Uncharacterized,10
C1_04750W_A,IFE1,ORF|Uncharacterized,13
C1_04760C_A,SYG1,ORF|Uncharacterized,15
C1_04770C_A,ERG3,ORF|Verified,2
C1_04780C_A,,ORF|Uncharacterized,14
C1_04790W_A,,ORF|Uncharacterized,1
C1_04800C_A,,ORF|Uncharacterized,32
C1_04810W_A,TCO89,ORF|Verified,11
C1_04820C_A,,ORF|Uncharacterized,3
C1_04830W_A,SEC21,ORF|Uncharacterized,2
C1_04840C_A,,ORF|Uncharacterized,1
C1_04850C_A,,ORF|Uncharacterized,8
C1_04860W_A,,ORF|Uncharacterized,21
C1_04870W_A,SAP7,ORF|Verified,20
C1_04880C_A,MRPL37,ORF|Uncharacterized,0
C1_04890W_A,YBN5,ORF|Uncharacterized,7
C1_04900W_A,MNN15,ORF|Uncharacterized,17
C1_04910C_A,,ORF|Uncharacterized,8
C1_04920C_A,,long_terminal_repeat,17
C1_04930C_A,,ORF|Uncharacterized,10
C1_04940C_A,,ORF|Uncharacterized,0
C1_04950C_A,RPM2,ORF|Uncharacterized,5
C1_04960C_A,,ORF|Uncharacterized,23
C1_04970W_A,,ORF|Uncharacterized,28
C1_04980C_A,,ORF|Uncharacterized,24
C1_04990C_A,,ORF|Uncharacterized,11
C1_05000W_A,RHD1,ORF|Verified,16
C1_05010C_A,,ORF|Uncharacterized,13
C1_05020C_A,ARG2,ORF|Uncharacterized,16
C1_05030C_A,PSF2,ORF|Uncharacterized,0
C1_05040W_A,,long_terminal_repeat,23
C1_05050C_A,RRP6,ORF|Verified,8
C1_05060W_A,REI1,ORF|Uncharacterized,2
C1_05070C_A,GPI7,ORF|Verified,15
C1_05080W_A,GPT1,ORF|Verified,27
C1_05090W_A,TRY2,ORF|Verified,12
C1_05100W_A,,ORF|Uncharacterized,7
C1_05110C_A,ARO4,ORF|Verified,9
C1_05120W_A,,ORF|Uncharacterized,16
C1_05130W_A,,ORF|Dubious,18
C1_05140W_A,BRG1,ORF|Verified,14
C1_05150C_A,,ORF|Uncharacterized,2
C1_05160C_A,,ORF|Uncharacterized,7
C1_05170C_A,CUE5,ORF|Uncharacterized,7
C1_05180C_A,,ORF|Uncharacterized,0
C1_05190C_A,,ORF|Uncharacterized,2
C1_05200C_A,,ORF|Uncharacterized,11
C1_05210C_A,,ORF|Uncharacterized,10
C1_05220C_A,,ORF|Uncharacterized,10
C1_05230W_A,,ORF|Uncharacterized,1
C1_05240C_A,RPT1,ORF|Uncharacterized,1
C1_05250W_A,,ORF|Uncharacterized,0
C1_05260C_A,SDH1,ORF|Uncharacterized,18
C1_05270C_A,,ORF|Uncharacterized,2
C1_05280W_A,,ORF|Uncharacterized,20
C1_05290W_A,GRS1,ORF|Uncharacterized,1
C1_05300C_A,PRD1,ORF|Uncharacterized,15
C1_05310W_A,tP(UGG)1,tRNA|Uncharacterized,4
C1_05320C_A,,ORF|Uncharacterized,23
C1_05330C_A,,ORF|Uncharacterized,27
C1_05340C_A,ZCF2,ORF|Verified,26
C1_05350W_A,YPT53,ORF|Verified,11
C1_05360C_A,,ORF|Uncharacterized,7
C1_05370C_A,,ORF|Uncharacterized,33
C1_05380C_A,,ORF|Uncharacterized,68
C1_05390C_A,,ORF|Uncharacterized,4
C1_05400C_A,,ORF|Uncharacterized,9
C1_05410C_A,TRP99,ORF|Uncharacterized,7
C1_05420W_A,,ORF|Uncharacterized,0
C1_05430W_A,SPT20,ORF|Uncharacterized,25
C1_05440C_A,,ORF|Uncharacterized,15
C1_05450W_A,,ORF|Uncharacterized,3
C1_05460W_A,KOG1,ORF|Uncharacterized,3
C1_05470W_A,MTM1,ORF|Uncharacterized,1
C1_05480C_A,,ORF|Uncharacterized,31
C1_05490C_A,,ORF|Uncharacterized,6
C1_05500W_A,RSM22,ORF|Uncharacterized,6
C1_05510C_A,RPS27A,ORF|Uncharacterized,1
C1_05520W_A,,ORF|Uncharacterized,34
C1_05530C_A,SSH1,ORF|Verified,7
C1_05540C_A,,ORF|Uncharacterized,9
C1_05550C_A,,snoRNA|Uncharacterized,3
C1_05560W_A,RIB4,ORF|Verified,2
C1_05570W_A,tN(GUU)2,tRNA|Uncharacterized,3
C1_05580W_A,tN(GUU)1,tRNA|Uncharacterized,1
C1_05590W_A,tT(AGU)1,tRNA|Uncharacterized,2
C1_05600W_A,GSL1,ORF|Verified,78
C1_05610W_A,,ORF|Uncharacterized,1
C1_05620C_A,STE3,ORF|Uncharacterized,14
C1_05630C_A,,ORF|Uncharacterized,21
C1_05640C_A,FAL1,ORF|Uncharacterized,3
C1_05650W_A,,ORF|Uncharacterized,18
C1_05660C_A,,ORF|Uncharacterized,10
C1_05670W_A,,ORF|Uncharacterized,15
C1_05680C_A,RIM1,ORF|Uncharacterized,1
C1_05690C_A,,ORF|Uncharacterized,17
C1_05700W_A,AUT7,ORF|Alternatively spliced|Uncharacterized,3
